Year or Period	Unigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1997, 2006]	алексеева	Q4061760	Алексеева	P131	административно-территориальная единица	Бошинское сельское поселение	0	0	2005-01-01	0	0
[1964, 1969]	аполлон	Q2895237	Аполлон	P571	дата основания/создания/возникновения	0	0	1967-01-01	0	0	0
[1955, 1957]	аполлон	Q428047	Аполлон	P463	участник организации или клуба	Кипрская федерация футбола	0	0	1955-10-16	0	0
[1975, 1977]	аполлон	Q428047	Аполлон	P115	домашний стадион	GSO Stadium	0	0	1954-01-01	1975-01-01	0
[1975, 1977]	аполлон	Q428047	Аполлон	P115	домашний стадион	Цирион Атлетик Центр	0	0	1975-01-01	0	0
1930	аполлон	Q207391	аполлоны	P575	дата открытия	0	0	1930-01-01	0	0	0
[1980, 1986]	аргентина	Q414	Аргентина	P38	денежная единица	Аустраль	0	0	1985-06-14	1992-01-01	0
[1923, 1933]	апатит	Q103661	Апатиты	P571	дата основания/создания/возникновения	0	0	1926-01-01	0	0	0
1929	апатит	Q4067962	Апатит	P571	дата основания/создания/возникновения	0	0	1929-01-01	0	0	0
[1967, 1970]	апрельский	Q4068229	Апрельский, Сергей Александрович	P569	дата рождения	0	0	1967-04-14	0	0	0
[1979, 1985]	антоний	Q18404510	Антоний	P569	дата рождения	0	0	1980-12-18	0	0	0
[1947, 1949]	антоний	Q22918439	Антоний	P570	дата смерти	0	0	1947-09-27	0	0	0
1923	амбар	Q4064014	Амбаров	P571	дата основания/создания/возникновения	0	0	1922-01-01	0	0	0
1923	автобиография	Q19127353	Автобиография	P571	дата основания/создания/возникновения	0	0	1922-01-01	0	0	0
1929	асфальт	Q386620	Асфальт	P577	дата публикации	0	0	1929-01-01	0	0	0
[1989, 1997]	ада	Q55966348	Ассоциация Движений Анархистов	P571	дата основания/создания/возникновения	0	0	1990-07-17	0	0	0
[1979, 1983]	ада	Q154755	Ада	P571	дата основания/создания/возникновения	0	0	1980-01-01	0	0	0
[1967, 1971]	ада	Q117431	Ада	P577	дата публикации	0	0	1969-01-01	0	0	0
[1959, 1960]	ада	Q117431	Ада	P571	дата основания/создания/возникновения	0	0	1959-01-01	0	0	0
1979	аравия	Q136582	(1157) Аравия	P575	дата открытия	0	0	1929-08-31	0	0	0
1992	абхазия	Q23334	Абхазия	P17	государство	Грузия	0	0	1991-01-01	0	0
1992	абхазия	Q2914461	Автономная Республика Абхазия	P571	дата основания/создания/возникновения	0	0	1991-01-01	0	0	0
1992	абхазия	Q23334	Абхазия	P17	государство	СССР	0	0	1921-01-01	1991-01-01	0
1992	албания	Q222	Албания	P463	участник организации или клуба	Многостороннее агентство по гарантиям инвестиций	0	0	1991-10-15	0	0
1950	албания	Q222	Албания	P463	участник организации или клуба	Совет экономической взаимопомощи	0	0	1949-02-23	1987-01-01	0
[1937, 1942]	албания	Q1048340	Албанское королевство	P576	дата прекращения существования	0	0	1939-04-09	0	0	0
[1923, 1926]	албания	Q1923781	Албанская республика	P571	дата основания/создания/возникновения	0	0	1925-01-01	0	0	0
[1923, 1926]	албания	Q187035	Княжество Албания	P576	дата прекращения существования	0	0	1925-01-01	0	0	0
1946	албания	Q467864	Народная Социалистическая Республика Албания	P571	дата основания/создания/возникновения	0	0	1946-01-11	0	0	0
1992	албания	Q467864	Народная Социалистическая Республика Албания	P576	дата прекращения существования	0	0	1992-03-22	0	0	0
1992	албания	Q222	Албания	P463	участник организации или клуба	Международная ассоциация развития	0	0	1991-10-15	0	0
1992	албания	Q222	Албания	P463	участник организации или клуба	Международный центр по урегулированию инвестиционных споров	0	0	1991-11-14	0	0
[1937, 1942]	албания	Q1048340	Албанское королевство	P31	это частный случай понятия	суверенное государство	0	0	1928-01-01	1939-01-01	0
1992	албания	Q222	Албания	P463	участник организации или клуба	Международный банк реконструкции и развития	0	0	1991-10-15	0	0
[1968, 1969]	албания	Q467864	Народная Социалистическая Республика Албания	P463	участник организации или клуба	Организация Варшавского договора	0	0	1955-01-01	1968-01-01	0
1992	албания	Q222	Албания	P463	участник организации или клуба	Международная финансовая корпорация	0	0	1991-10-15	0	0
1992	албания	Q222	Албания	P463	участник организации или клуба	Организация по безопасности и сотрудничеству в Европе	0	0	1991-06-19	0	0
[1957, 1961]	албания	Q222	Албания	P463	участник организации или клуба	ЮНЕСКО	0	0	1958-10-16	0	0
[1968, 1969]	албания	Q222	Албания	P463	участник организации или клуба	Организация Варшавского договора	0	0	1955-06-04	1968-09-13	0
2004	арт	Q28483209	Арта	P131	административно-территориальная единица	Сельское поселение «Артинское»	0	0	2004-05-19	0	0
1924	ялта	Q128499	Ялта	P17	государство	СССР	0	0	1922-12-30	1991-01-01	0
1924	ялта	Q128499	Ялта	P17	государство	Украинская Советская Социалистическая Республика	0	0	1919-01-01	1922-12-29	0
[1943, 1947]	ялта	Q128499	Ялта	P1376	является столицей	Ялтинский горсовет	0	0	1945-06-30	0	0
[1943, 1947]	ялта	Q128499	Ялта	P131	административно-территориальная единица	Ялтинский горсовет	0	0	1945-06-30	0	0
[2002, 2009]	ася	Q1283086	Аси	P580	дата начала	0	0	2007-10-26	0	0	0
1960	алмазный	Q2096920	Алмазный	P571	дата основания/создания/возникновения	0	0	1960-01-01	0	0	0
[1968, 1972]	яичник	Q4536570	Яичников, Дмитрий Николаевич	P569	дата рождения	0	0	1971-10-09	0	0	0
1923	артем	Q1332918	Фёдор Андреевич Сергеев	P570	дата смерти	0	0	1921-07-24	0	0	0
1925	артем	Q103993	Артём	P571	дата основания/создания/возникновения	0	0	1924-01-01	0	0	0
[1964, 1968]	артем	Q4070401	Артёма	P571	дата основания/создания/возникновения	0	0	1965-01-01	0	0	0
2007	яна	Q15377843	Яны	P131	административно-территориальная единица	Родыгинское сельское поселение	0	0	2006-01-01	0	0
[1995, 1997]	яна	Q157459	(8556) Яна	P575	дата открытия	0	0	1995-07-07	0	0	0
[1988, 1989]	абхазский	Q4055223	Абхазская	P576	дата прекращения существования	0	0	1988-12-31	0	0	0
[2005, 2007]	абхазский	Q4055223	Абхазская	P131	административно-территориальная единица	Муниципальное образование город Горячий Ключ	0	0	2005-01-01	0	0
[1962, 1966]	анастасия	Q4064909	Анастасия	P569	дата рождения	0	0	1965-08-04	0	0	0
1998	анастасия	Q486609	Анастасия	P577	дата публикации	0	0	1998-04-02	0	0	0
1998	анастасия	Q486609	Анастасия	P577	дата публикации	0	0	1997-11-21	0	0	0
2009	аляска	Q797	Аляска	P571	дата основания/создания/возникновения	0	0	1959-01-03	0	0	0
[1963, 1964]	аляска	Q1199942	Аляска	P569	дата рождения	0	0	1963-06-13	0	0	0
[1993, 2007]	афиша	Q4072772	Афиша	P577	дата публикации	0	0	1999-04-01	0	0	0
[1993, 2007]	афиша	Q4072772	Афиша	P31	это частный случай понятия	журнал	0	0	1999-04-01	2015-12-01	0
[1993, 2007]	афиша	Q4072772	Афиша	P571	дата основания/создания/возникновения	0	0	1999-04-01	0	0	0
[2003, 2009]	акварель	Q3566678	Акварели	P577	дата публикации	0	0	2008-01-01	0	0	0
[1923, 1930]	арбуз	Q19128989	Арбуз	P571	дата основания/создания/возникновения	0	0	1924-01-01	0	0	0
