Year or Period	Unigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1994, 1996]	галя	Q236673	Гали	P131	административно-территориальная единица	Гальский район	0	0	1995-01-01	0	0
[1937, 1943]	галя	Q4132931	Галя	P577	дата публикации	0	0	1940-01-01	0	0	0
[1983, 1988]	галя	Q18652189	Галя	P569	дата рождения	0	0	1987-01-01	0	0	0
[1988, 1997]	гам	Q28667720	ГАМА	P571	дата основания/создания/возникновения	0	0	1994-01-01	0	0	0
[1966, 1970]	гамбар	Q3094926	Гамбара	P1619	дата официального открытия	0	0	1966-04-02	0	0	0
[1971, 1972]	гамбетта	Q946826	Гамбетта	P81	железнодорожная линия	Линия 3-бис	0	0	1971-03-27	0	0
[1965, 1969]	гамбит	Q334883	Гамбит	P577	дата публикации	0	0	1966-01-01	0	0	0
[1974, 1979]	гамбия	Q1005	Гамбия	P463	участник организации или клуба	Международный центр по урегулированию инвестиционных споров	0	0	1975-01-26	0	0
1965	гамбия	Q1005	Гамбия	P463	участник организации или клуба	Организация Объединённых Наций	0	0	1965-09-21	0	0
[1981, 1984]	гамбия	Q1005	Гамбия	P463	участник организации или клуба	Международная финансовая корпорация	0	0	1983-09-19	0	0
1965	гамбия	Q3557236	Гамбия	P576	дата прекращения существования	0	0	1965-02-18	0	0	0
[1974, 1979]	гамбия	Q1005	Гамбия	P463	участник организации или клуба	Международный союз электросвязи	0	0	1974-05-27	0	0
1965	гамбия	Q7735661	Гамбия	P31	это частный случай понятия	королевство Содружества	0	0	1965-02-18	1970-04-24	0
1965	гамбия	Q7735661	Гамбия	P35	глава государства	Елизавета II	0	0	1965-02-18	1970-04-24	0
1965	гамбия	Q7735661	Гамбия	P6	глава правительства	Дауда Кайраба Джавара	0	0	1965-02-18	1970-04-24	0
1965	гамбия	Q1005	Гамбия	P530	дипломатические отношения	Германия	0	0	1965-02-18	0	0
1965	гамбия	Q1005	Гамбия	P571	дата основания/создания/возникновения	0	0	1965-01-01	0	0	0
1965	гамбия	Q1005	Гамбия	P463	участник организации или клуба	Содружество наций	0	0	1965-01-01	2013-10-01	0
1964	гамбия	Q7735661	Гамбия	P38	денежная единица	гамбийский фунт	0	0	1964-10-05	1971-07-01	0
1965	гамбия	Q7735661	Гамбия	P463	участник организации или клуба	Организация Объединённых Наций	0	0	1965-09-21	1970-04-24	0
[1990, 1991]	гамбринус	Q4133015	Гамбринус	P577	дата публикации	0	0	1990-01-01	0	0	0
[2006, 2007]	гамбро	Q4133017	Гамбро, Леонид	P570	дата смерти	0	0	2006-10-23	0	0	0
[1945, 1946]	гамбург	Q1055	Гамбург	P131	административно-территориальная единица	гитлеровская Германия	0	0	1933-01-01	1945-01-01	0
[1945, 1946]	гамбург	Q1055	Гамбург	P131	административно-территориальная единица	Британская зона оккупации Германии	0	0	1945-05-08	1947-01-01	0
[1983, 1988]	гамбург	Q51974	Гамбург	P286	тренер	Хаппель, Эрнст	0	0	1981-07-01	1987-06-30	0
[1992, 1997]	гамбург	Q1055	Гамбург	P463	участник организации или клуба	Climate Alliance	0	0	1993-01-01	0	0
[1945, 1946]	гамбург	Q1055	Гамбург	P6	глава правительства	Carl Vincent Krogmann	0	0	1933-03-08	1945-05-11	0
[1923, 1927]	гамбург	Q48941345	Гамбург	P577	дата публикации	0	0	1926-01-01	0	0	0
[1945, 1946]	гамбург	Q1055	Гамбург	P17	государство	Германия в 1945-1949 годах	0	0	1945-05-03	1949-05-22	0
1958	гамбург	Q1055	Гамбург	P6	глава правительства	Брауэр, Макс Юлиус Фридрих	0	0	1957-12-04	1960-12-31	0
[1945, 1946]	гамбург	Q1055	Гамбург	P17	государство	гитлеровская Германия	0	0	1933-01-30	1945-05-02	0
[1945, 1946]	гамбург	Q1055	Гамбург	P6	глава правительства	Rudolf Petersen	0	0	1945-05-15	1946-11-15	0
[1956, 1962]	гамбург	Q1055	Гамбург	P6	глава правительства	Paul Nevermann	0	0	1961-01-01	1965-06-09	0
1958	гамбург	Q1055	Гамбург	P6	глава правительства	Kurt Sieveking	0	0	1953-12-02	1957-11-27	0
1956	гамильтон	Q109308	Гамильтон	P571	дата основания/создания/возникновения	0	0	1856-01-01	0	0	0
1956	гамильтон	Q486160	Гамильтон	P571	дата основания/создания/возникновения	0	0	1856-01-01	0	0	0
[1935, 1947]	гамильтон	Q3813478	Гамильтон	P571	дата основания/создания/возникновения	0	0	1937-01-12	0	0	0
[1996, 2003]	гамлет	Q1393651	Гамлет	P577	дата публикации	0	0	2000-05-12	0	0	0
[1996, 2003]	гамлет	Q898721	Гамлет	P577	дата публикации	0	0	1996-01-01	0	0	0
1964	гамлет	Q2481391	Гамлет	P166	полученные награды	Премия Большого жюри (Венецианский кинофестиваль)	0	0	0	0	1964-01-01
1964	гамлет	Q2481391	Гамлет	P577	дата публикации	0	0	1964-01-01	0	0	0
[1996, 2003]	гамлет	Q1393651	Гамлет	P577	дата публикации	0	0	2000-01-01	0	0	0
[1943, 1947]	гамма	Q233005	Гамма	P730	дата вывода из эксплуатации	0	0	1945-01-01	0	0	0
1959	гамма	Q233005	Гамма	P729	дата принятия в эксплуатацию	0	0	1909-01-01	0	0	0
1959	ган	Q117	Гана	P463	участник организации или клуба	Международный союз электросвязи	0	0	1957-05-17	0	0
1961	ган	Q117	Гана	P463	участник организации или клуба	Международная ассоциация развития	0	0	1960-12-29	0	0
1959	ган	Q5555325	Гана	P571	дата основания/создания/возникновения	0	0	1957-03-06	0	0	0
1959	ган	Q117	Гана	P530	дипломатические отношения	Германия	0	0	1957-01-01	0	0
1959	ган	Q5555325	Гана	P31	это частный случай понятия	королевство Содружества	0	0	1957-01-01	1960-01-01	0
1959	ган	Q117	Гана	P463	участник организации или клуба	Международный банк реконструкции и развития	0	0	1957-09-20	0	0
1959	ган	Q117	Гана	P571	дата основания/создания/возникновения	0	0	1957-01-01	0	0	0
1959	ган	Q117	Гана	P463	участник организации или клуба	Международная финансовая корпорация	0	0	1958-04-03	0	0
1959	ган	Q117	Гана	P463	участник организации или клуба	ЮНЕСКО	0	0	1958-04-11	0	0
1961	ган	Q5555325	Гана	P576	дата прекращения существования	0	0	1960-07-01	0	0	0
1959	ган	Q117	Гана	P463	участник организации или клуба	Организация Объединённых Наций	0	0	1957-03-08	0	0
[1984, 1989]	ганган	Q4133180	Ганган, Михаил Михайлович	P569	дата рождения	0	0	1986-01-13	0	0	0
[2002, 2003]	гангстер	Q3095164	Гангстеры	P577	дата публикации	0	0	2002-01-01	0	0	0
[1987, 1992]	гангут	Q56703221	Гангут	P571	дата основания/создания/возникновения	0	0	1991-01-01	0	0	0
1942	гангут	Q586635	Гангут	P1029	члены экипажа	Москаленко, Михаил Захарович	0	0	1940-01-01	1942-01-01	0
1942	гангут	Q586635	Гангут	P1029	члены экипажа	Москаленко, Михаил Захарович	0	0	1941-01-01	1942-01-01	0
[1928, 1929]	гангут	Q586635	Гангут	P1029	члены экипажа	Иванов, Вадим Иванович	0	0	1928-01-01	1930-01-01	0
1942	гангут	Q586635	Гангут	P1029	члены экипажа	Петрищев, Николай Андреевич	0	0	1942-01-01	1945-01-01	0
1942	гангут	Q586635	Гангут	P1029	члены экипажа	Тамбасов, Иван Иванович	0	0	1940-01-01	1943-01-01	0
[1934, 1937]	гандер	Q745257	Гандер	P571	дата основания/создания/возникновения	0	0	1936-01-01	0	0	0
